"000218","MAC10","STORE2  ","01","GM","DEFWHE","WEBORDER 000100","01/01/01","02/01/01","03/01/01"
"000219","ACCOU","        ","02","GM","DEFWHE","WEBORDER 000101","01/01/01","02/01/01","03/01/01"
"000220","ACCOU","        ","02","GM","DEFWHE","WEBORDER 000102","01/01/01","02/01/01","03/01/01"
"000221","ACCOU","STORE1  ","02","GM","DEFWHE","WEBORDER 000103","01/01/01","02/01/01","03/01/01"
"000222","ACCOU","        ","02","GM","DEFWHE","WEBORDER 000104","01/01/01","02/01/01","03/01/01"
"000223","ACCOU","        ","02","GM","DEFWHE","WEBORDER 000105","01/01/01","02/01/01","03/01/01"
LINES
"000218","39101       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000218","39103       ","J102C ",100,4,1,23,50,0,0,0,0,78
"000218","39104       ","J102X ",100,4,1,23,50,0,0,0,0,78
"000218","39106       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000219","39101       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000219","39103       ","J102C ",100,4,1,23,50,0,0,0,0,78
"000219","39104       ","J102X ",100,4,1,23,50,0,0,0,0,78
"000219","39106       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000220","39101       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000220","39103       ","J102C ",100,4,1,23,50,0,0,0,0,78
"000220","39104       ","J102X ",100,4,1,23,50,0,0,0,0,78
"000220","39106       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000221","39101       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000221","39103       ","J102C ",100,4,1,23,50,0,0,0,0,78
"000221","39104       ","J102X ",100,4,1,23,50,0,0,0,0,78
"000221","39106       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000222","39101       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000222","39103       ","J102C ",100,4,1,23,50,0,0,0,0,78
"000222","39104       ","J102X ",100,4,1,23,50,0,0,0,0,78
"000222","39106       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000223","39101       ","J102D ",100,4,1,23,50,0,0,0,0,78
"000223","39103       ","J102C ",100,4,1,23,50,0,0,0,0,78
"000223","39104       ","J102X ",100,4,1,23,50,0,0,0,0,78
"000223","39106       ","J102D ",100,4,1,23,50,0,0,0,0,78
